,level_0,index,city_id,City,Country,Lon,Lat,Cloudiness (%),Humidity,Temp,Wind Speed,Time
1525,1525,1525,2093846,Kiunga,PG,141.3,-6.12,100,88,24.88,2.31,2019-06-26 00:57:27
1526,1526,1526,3405924,Beberibe,BR,-38.13,-4.18,20,78,27.0,4.6,2019-06-26 00:57:29
1527,1527,1527,1728675,Balabac,PH,117.06,7.99,93,69,29.48,2.1,2019-06-26 00:57:31
1528,1528,1528,917688,Chongwe,ZM,28.68,-15.33,4,72,12.28,2.25,2019-06-26 00:57:33
1529,1529,1529,2141714,Bourail,NC,165.5,-21.57,24,74,24.08,1.66,2019-06-26 00:57:35
1530,1530,1530,5856195,Honolulu,US,-157.86,21.3,90,100,25.61,3.1,2019-06-26 00:56:02
1531,1531,1531,2553604,Casablanca,MA,-7.62,33.6,0,100,20.93,2.1,2019-06-26 00:57:09
1532,1532,1532,1571058,Phan Thiet,VN,108.1,10.93,77,86,25.68,1.95,2019-06-26 00:57:41
1533,1533,1533,2136697,Lakatoro,VU,167.42,-16.11,54,79,27.58,3.12,2019-06-26 00:57:45
1534,1534,1534,699329,Osypenko,UA,34.39,48.04,0,48,19.0,7.0,2019-06-26 00:57:46
1535,1535,1535,3385935,Tucurui,BR,-49.67,-3.77,100,73,24.58,0.7,2019-06-26 00:57:48
1536,1536,1536,2963295,Killybegs,IE,-8.45,54.63,0,93,11.67,0.45,2019-06-26 00:57:49
1537,1537,1537,5062458,West Fargo,US,-96.9,46.88,40,36,25.31,6.2,2019-06-26 00:57:50
1538,1538,1538,6295855,Saint-Georges,CA,-70.67,46.12,100,95,14.81,5.83,2019-06-26 00:53:52
1539,1539,1539,1735902,Sibu,MY,111.83,2.29,75,94,26.0,1.5,2019-06-26 00:57:55
1540,1540,1540,2619537,Hvide Sande,DK,8.13,56.01,55,88,19.67,1.5,2019-06-26 00:57:57
1541,1541,1541,735021,Skala Fourkas,GR,23.38,40.0,20,83,22.0,1.5,2019-06-26 00:57:59
1542,1542,1542,5710035,West Wendover,US,-114.07,40.74,20,18,27.0,3.1,2019-06-26 00:57:23
1543,1543,1543,3101680,Chodziez,PL,16.92,52.99,0,77,20.99,1.5,2019-06-26 00:58:02
1544,1544,1544,1830377,Lumphat,KH,106.97,13.5,92,95,25.28,2.22,2019-06-26 00:58:04
1545,1545,1545,2407660,Gandorhun,SL,-10.86,8.44,52,99,22.08,1.36,2019-06-26 00:58:06
1546,1546,1546,669348,Racoasa,RO,26.88,46.0,0,88,20.0,2.1,2019-06-26 00:58:07
1547,1547,1547,587876,Soe,EE,26.05,57.91,94,82,13.95,0.5,2019-06-26 00:58:09
1548,1548,1548,5024237,Callaway,US,-95.91,46.98,1,43,23.91,4.1,2019-06-26 00:58:10
1549,1549,1549,601734,Dasoguz,TM,59.97,41.84,0,43,24.0,2.1,2019-06-26 00:58:11
1550,1550,1550,554199,Kalininsk,RU,44.48,51.5,29,83,12.88,3.2,2019-06-26 00:58:13
1551,1551,1551,723417,Svidnik,SK,21.57,49.31,1,87,17.13,1.3,2019-06-26 00:58:14
1552,1552,1552,2644037,Llangefni,GB,-4.31,53.26,1,93,14.5,3.1,2019-06-26 00:58:16
1553,1553,1553,6149374,Slave Lake,CA,-114.77,55.28,1,77,16.0,4.6,2019-06-26 00:58:17
1554,1554,1554,2656173,Bath,GB,-2.36,51.38,90,100,15.83,4.1,2019-06-26 00:58:18
1555,1555,1555,2176225,Benalla,AU,145.99,-36.55,0,81,9.57,2.78,2019-06-26 00:58:20
1556,1556,1556,3671497,Puerto Colombia,CO,-74.96,10.99,75,83,27.34,3.1,2019-06-26 00:58:21
1557,1557,1557,2013639,Verkhnevilyuysk,RU,120.31,63.45,17,68,19.78,2.17,2019-06-26 00:58:23
1558,1558,1558,1527497,Kyzyl-Suu,KG,78.0,42.34,88,60,16.58,3.63,2019-06-26 00:58:24
1559,1559,1559,3892892,Curanilahue,CL,-73.35,-37.48,99,94,7.78,2.19,2019-06-26 00:58:25
1560,1560,1560,2444219,Goure,NE,10.27,13.98,100,44,29.78,2.83,2019-06-26 00:58:27
1561,1561,1561,1529195,Shihezi,CN,86.03,44.3,0,42,22.78,3.49,2019-06-26 00:58:28
1562,1562,1562,3397851,Itupiranga,BR,-49.33,-5.13,0,78,25.0,1.95,2019-06-26 00:58:30
1563,1563,1563,2638419,Scarborough,GB,-0.41,54.28,100,100,12.31,3.6,2019-06-26 00:58:31
1564,1564,1564,1729564,Bacolod,PH,122.95,10.68,100,78,28.48,4.85,2019-06-26 00:58:32
1565,1565,1565,6541759,Mazara del Vallo,IT,12.59,37.65,0,78,22.52,1.5,2019-06-26 00:58:34
1566,1566,1566,3897774,Buin,CL,-70.74,-33.73,70,75,7.44,1.36,2019-06-26 00:54:59
1567,1567,1567,217695,Bunia,CD,30.25,1.56,100,98,17.28,0.76,2019-06-26 00:58:36
1568,1568,1568,2052479,Zhuhai,CN,112.04,40.71,20,60,23.0,1.0,2019-06-26 00:58:38
1569,1569,1569,60019,Eyl,SO,49.82,7.98,31,69,25.18,11.36,2019-06-26 00:58:39
1570,1570,1570,3453186,Ponta Grossa,BR,-50.16,-25.09,47,90,14.68,1.58,2019-06-26 00:58:41
1571,1571,1571,3870294,Talca,CL,-71.66,-35.43,16,93,4.0,1.5,2019-06-26 00:58:42
1572,1572,1572,610864,Khani,GE,42.96,41.96,75,94,24.0,1.5,2019-06-26 00:58:43
1573,1573,1573,5545269,Price,US,-110.81,39.6,1,10,26.53,7.2,2019-06-26 00:58:45
1574,1574,1574,4568138,San Juan,PR,-66.12,18.47,75,78,27.38,4.1,2019-06-26 00:58:47
1575,1575,1575,3572924,Alice Town,BS,-79.3,25.72,0,69,30.18,3.19,2019-06-26 00:58:48
1576,1576,1576,3394813,Mirador,BR,-44.36,-6.37,59,71,22.58,0.59,2019-06-26 00:58:50
1577,1577,1577,4569298,Anderson,US,-82.65,34.51,40,74,26.3,1.5,2019-06-26 00:58:51
1578,1578,1578,579432,Balezino,RU,53.01,57.97,57,89,7.58,1.62,2019-06-26 00:58:53
1579,1579,1579,5671996,Polson,US,-114.16,47.69,1,30,19.19,4.6,2019-06-26 00:58:55
1580,1580,1580,889191,Karoi,ZW,29.68,-16.82,0,72,13.68,3.87,2019-06-26 00:58:57
1581,1581,1581,5919850,Chapais,CA,-74.86,49.78,90,100,14.0,4.1,2019-06-26 00:58:58
1582,1582,1582,1491461,Soloneshnoye,RU,84.32,51.65,7,82,9.88,2.53,2019-06-26 00:59:00
1583,1583,1583,1797417,Qiyang,CN,111.85,26.59,94,83,25.68,0.78,2019-06-26 00:59:01
1584,1584,1584,3029213,Cahors,FR,1.44,44.45,4,52,20.77,0.89,2019-06-26 00:54:33
1585,1585,1585,3407755,Amarante do Maranhao,BR,-46.74,-5.57,64,73,22.88,0.83,2019-06-26 00:59:04
1586,1586,1586,3629614,Punta Cardon,VE,-70.22,11.61,97,79,26.98,14.61,2019-06-26 00:59:05
1587,1587,1587,1514792,Gazojak,TM,61.4,41.19,0,16,27.38,3.31,2019-06-26 00:59:07
1588,1588,1588,548442,Kirishi,RU,32.01,59.45,100,90,11.67,1.47,2019-06-26 00:59:08
1589,1589,1589,5587385,Burley,US,-113.79,42.54,1,29,27.09,2.6,2019-06-26 00:59:09
1590,1590,1590,3395062,Maues,BR,-57.72,-3.38,66,94,23.88,0.65,2019-06-26 00:59:11
1591,1591,1591,1501377,Kungurtug,RU,97.53,50.6,95,81,5.68,2.63,2019-06-26 00:59:12
1592,1592,1592,932614,Mafeteng,LS,27.24,-29.82,28,38,4.28,2.21,2019-06-26 00:59:14
1593,1593,1593,3407378,Aracati,BR,-37.77,-4.56,28,81,24.68,2.76,2019-06-26 00:59:15
1594,1594,1594,5836665,Riverton,US,-108.38,43.02,1,10,25.27,8.89,2019-06-26 00:59:16
1595,1595,1595,3397893,Sao Sebastiao,BR,-58.36,-3.15,78,84,24.28,0.43,2019-06-26 00:59:18
1596,1596,1596,1629965,Tanete,ID,119.78,-3.94,0,74,26.58,7.78,2019-06-26 00:59:19
1597,1597,1597,4589446,North Myrtle Beach,US,-78.68,33.83,1,78,28.15,2.1,2019-06-26 00:54:27
1598,1598,1598,462467,Zirgan,RU,55.92,53.22,0,86,10.98,3.64,2019-06-26 00:59:22
1599,1599,1599,1214488,Meulaboh,ID,96.13,4.14,100,67,28.68,3.18,2019-06-26 00:58:20
1600,1600,1600,3451190,Rio de Janeiro,BR,-43.21,-22.91,0,73,22.98,1.0,2019-06-26 00:59:25
1601,1601,1601,2020812,Lesozavodsk,RU,133.42,45.47,98,82,19.48,6.89,2019-06-26 00:59:27
1602,1602,1602,227593,Ntungamo,UG,30.27,-0.87,98,93,15.08,1.16,2019-06-26 00:59:30
1603,1603,1603,4359984,Kingsville,US,-76.42,39.45,1,54,25.54,2.6,2019-06-26 00:59:32
1604,1604,1604,3361142,Springbok,ZA,17.88,-29.67,0,91,6.68,1.71,2019-06-26 00:59:33
1605,1605,1605,1586350,Cam Ranh,VN,109.15,11.92,20,59,33.0,1.0,2019-06-26 00:59:34
1606,1606,1606,1608531,Nakhon Phanom,LA,104.79,17.4,100,93,25.38,0.62,2019-06-26 00:59:36
1607,1607,1607,1504382,Kargasok,RU,80.87,59.06,82,78,16.58,2.08,2019-06-26 00:59:37
1608,1608,1608,554830,Izhma,RU,53.91,65.01,9,78,5.58,1.64,2019-06-26 00:59:38
1609,1609,1609,3353540,Rehoboth,NA,17.08,-23.31,49,32,8.28,2.24,2019-06-26 00:59:40
1610,1610,1610,2633858,Winchester,GB,-1.31,51.06,98,93,17.23,4.1,2019-06-26 00:56:22
1611,1611,1611,5906229,Botwood,CA,-55.34,49.14,90,76,10.8,1.0,2019-06-26 00:59:43
1612,1612,1612,350550,Qena,EG,32.72,26.16,0,35,31.0,1.56,2019-06-26 00:59:44
1613,1613,1613,2038118,Huinan,CN,126.04,42.68,96,59,21.38,5.93,2019-06-26 00:59:46
1614,1614,1614,3906478,Reyes,BO,-67.34,-14.3,36,70,22.48,0.87,2019-06-26 00:59:47
1615,1615,1615,3448011,Saquarema,BR,-42.51,-22.93,0,73,25.0,1.0,2019-06-26 00:54:54
1616,1616,1616,3393471,Oriximina,BR,-55.87,-1.77,31,75,26.78,2.29,2019-06-26 00:59:50
1617,1617,1617,5935804,Dawson Creek,CA,-120.23,55.76,75,72,13.8,1.5,2019-06-26 00:59:51
1618,1618,1618,3375941,Skeldon,GY,-57.13,5.88,38,96,23.48,1.43,2019-06-26 00:59:52
1619,1619,1619,1026014,Tete,MZ,33.59,-16.16,0,82,16.48,2.17,2019-06-26 00:59:54
1620,1620,1620,124291,Mehran,IR,46.17,33.12,0,14,25.0,3.1,2019-06-26 00:59:55
1621,1621,1621,5914857,Stromness,CA,-79.55,42.87,1,64,21.77,4.6,2019-06-26 00:59:57
1622,1622,1622,2057087,Kupang,ID,123.6,-10.16,20,57,26.0,6.7,2019-06-26 00:59:58
1623,1623,1623,2139521,Noumea,NC,166.46,-22.28,0,78,23.0,7.7,2019-06-26 00:59:59
1624,1624,1624,2803461,Marienburg,DE,9.98,52.12,0,73,21.8,1.0,2019-06-26 01:00:01
1625,1625,1625,6014443,Lac du Bonnet,CA,-96.06,50.25,47,50,23.18,3.78,2019-06-26 01:00:03
1626,1626,1626,32723,Garmsar,IR,52.34,35.22,1,29,26.18,3.34,2019-06-26 01:00:04
1627,1627,1627,1024552,Xai-Xai,MZ,33.64,-25.04,25,88,16.38,1.54,2019-06-26 01:00:05
1628,1628,1628,161974,Gazanjyk,TM,55.52,39.24,0,12,31.58,3.34,2019-06-26 01:00:07
1629,1629,1629,3066659,Rozmital pod Tremsinem,CZ,13.86,49.6,0,83,20.78,3.1,2019-06-26 01:00:10
1630,1630,1630,2130741,Abashiri,JP,144.25,44.01,0,53,25.0,1.5,2019-06-26 01:00:11
1631,1631,1631,1855476,Nichinan,JP,131.31,31.65,75,100,22.14,2.6,2019-06-26 01:00:13
1632,1632,1632,746565,Gorele,TR,39.0,41.03,75,78,25.0,2.1,2019-06-26 01:00:14
1633,1633,1633,2063039,Port Keats,AU,129.55,-14.25,74,21,19.48,7.7,2019-06-26 01:00:16
1634,1634,1634,69559,Aras,YE,44.38,14.28,68,54,23.78,2.47,2019-06-26 01:00:17
1635,1635,1635,6174335,Ville-Marie,CA,-79.44,47.33,1,64,22.0,9.3,2019-06-26 01:00:20
1636,1636,1636,2023584,Imeni Poliny Osipenko,RU,136.49,52.42,37,65,11.88,3.4,2019-06-26 01:00:21
1637,1637,1637,1848976,Wajima,JP,136.9,37.4,0,61,25.0,3.1,2019-06-26 01:00:22
1638,1638,1638,3974771,Praxedis Guerrero,MX,-106.02,31.37,40,10,36.0,4.1,2019-06-26 01:00:24
1639,1639,1639,6095416,Outlook,CA,-107.04,51.48,28,57,20.0,0.89,2019-06-26 01:00:25
1640,1640,1640,3618337,Rosita,NI,-84.4,13.92,100,97,23.58,0.43,2019-06-26 01:00:27
1641,1641,1641,2315728,Gemena,CD,19.78,3.25,77,96,19.48,0.8,2019-06-26 01:00:28
1642,1642,1642,2023360,Izvestkovyy,RU,131.55,48.98,100,99,12.38,3.12,2019-06-26 01:00:29
1643,1643,1643,2810188,Westerstede,DE,7.93,53.26,75,73,22.15,3.1,2019-06-26 01:00:31
1644,1644,1644,3385899,Tutoia,BR,-42.27,-2.76,0,94,23.38,1.82,2019-06-26 01:00:32
1645,1645,1645,1272864,Dharchula,IN,80.53,29.85,100,85,12.98,1.03,2019-06-26 01:00:34
1646,1646,1646,141736,Bam,IR,58.36,29.11,0,17,17.88,1.39,2019-06-26 01:00:35
1647,1647,1647,3353934,Otavi,NA,17.34,-19.64,0,39,10.38,2.37,2019-06-26 01:00:36
1648,1648,1648,292223,Dubai,AE,55.3,25.27,0,59,32.48,5.1,2019-06-26 00:56:21
1649,1649,1649,5903851,Blind River,CA,-82.96,46.19,1,53,19.75,2.1,2019-06-26 01:00:39
1650,1650,1650,1635111,Puri,ID,112.45,-7.54,0,84,22.18,1.93,2019-06-26 01:00:41
1651,1651,1651,1648759,Bima,ID,118.73,-8.45,69,83,21.28,1.42,2019-06-26 01:00:43
1652,1652,1652,1492566,Severo-Yeniseyskiy,RU,93.04,60.37,100,79,17.48,1.48,2019-06-26 00:58:47
1653,1653,1653,4791259,Virginia Beach,US,-75.98,36.85,75,69,26.77,1.42,2019-06-26 00:56:31
1654,1654,1654,2649169,Kinlochleven,GB,-4.97,56.71,61,89,9.44,0.89,2019-06-26 01:00:47
1655,1655,1655,1856392,Muroto,JP,134.14,33.37,75,69,23.0,1.5,2019-06-26 01:00:49
1656,1656,1656,461336,Auce,LV,22.9,56.47,93,85,15.08,1.81,2019-06-26 01:00:50
1657,1657,1657,2119447,Yuzhno-Kurilsk,RU,145.86,44.03,51,84,13.68,4.13,2019-06-26 01:00:51
1658,1658,1658,5883074,Albanel,CA,-72.44,48.88,90,100,16.63,3.1,2019-06-26 01:00:53
1659,1659,1659,1705460,Luba,PH,120.7,17.32,97,77,26.98,1.31,2019-06-26 01:00:54
1660,1660,1660,2634686,Waterlooville,GB,-1.03,50.88,98,93,17.32,4.1,2019-06-26 01:00:56
1661,1661,1661,689198,Kyrylivka,UA,37.3,47.65,18,82,16.48,4.78,2019-06-26 01:00:57
1662,1662,1662,358048,Damietta,EG,31.81,31.42,0,78,27.0,1.5,2019-06-26 01:00:59
1663,1663,1663,5989068,Kamsack,CA,-101.9,51.56,40,82,17.0,1.0,2019-06-26 00:57:33
1664,1664,1664,2457163,Gao,ML,-0.04,16.28,0,23,35.98,4.76,2019-06-26 01:01:01
1665,1665,1665,3836277,Santa Fe,AR,-60.7,-31.62,0,52,8.61,1.79,2019-06-26 01:01:03
1666,1666,1666,2122493,Omsukchan,RU,155.8,62.53,17,36,15.98,6.43,2019-06-26 01:01:04
1667,1667,1667,2154826,Wonthaggi,AU,145.59,-38.6,0,77,12.13,2.1,2019-06-26 01:01:06
1668,1668,1668,88319,Benghazi,LY,20.07,32.12,0,79,24.78,5.87,2019-06-26 01:01:07
1669,1669,1669,3530240,Atoyac,MX,-96.78,18.92,40,94,30.0,6.2,2019-06-26 01:01:10
1670,1670,1670,4149959,Cape Canaveral,US,-80.6,28.41,40,57,28.06,2.79,2019-06-26 00:59:05
1671,1671,1671,1273410,Tanda,IN,75.63,31.67,0,50,28.98,2.46,2019-06-26 01:01:13
1672,1672,1672,5967988,Gull Lake,CA,-108.48,50.1,90,72,15.0,5.7,2019-06-26 01:01:18
1673,1673,1673,3991622,Benito Juarez,MX,-111.57,28.64,3,51,33.1,3.58,2019-06-26 01:01:19
1674,1674,1674,2158767,Mareeba,AU,145.42,-16.99,90,64,21.67,7.2,2019-06-26 01:01:22
1675,1675,1675,654901,Kajaani,FI,27.73,64.22,0,93,3.0,1.0,2019-06-26 01:01:24
1676,1676,1676,3687505,La Palma,CO,-74.39,5.36,64,95,21.88,1.42,2019-06-26 01:01:25
1677,1677,1677,3358416,Bethanien,NA,17.16,-26.5,0,67,3.38,0.97,2019-06-26 01:01:27
1678,1678,1678,3529654,Dzilam Gonzalez,MX,-88.93,21.28,4,82,27.28,12.48,2019-06-26 01:01:28
1679,1679,1679,2426370,Oum Hadjer,TD,19.7,13.3,30,15,32.98,2.66,2019-06-26 01:01:29
1680,1680,1680,778707,Mehamn,NO,27.85,71.03,100,89,6.78,9.96,2019-06-26 01:01:31
1681,1681,1681,4676740,Brownsville,US,-97.49,25.91,90,83,26.99,4.1,2019-06-26 00:56:54
1682,1682,1682,3869381,Traiguen,CL,-72.68,-38.25,100,96,6.38,2.62,2019-06-26 01:01:34
1683,1683,1683,3035768,Avallon,FR,3.91,47.49,42,89,20.68,2.65,2019-06-26 01:01:35
1684,1684,1684,2387435,Damara,CF,18.7,4.96,20,94,25.0,0.97,2019-06-26 01:01:36
1685,1685,1685,1260769,Palasbari,IN,91.55,26.14,90,94,28.0,1.5,2019-06-26 01:01:38
1686,1686,1686,3946937,Azangaro,PE,-70.2,-14.91,0,14,9.0,4.6,2019-06-26 01:01:39
1687,1687,1687,1507565,Dalmatovo,RU,62.94,56.26,100,97,10.68,3.65,2019-06-26 01:01:41
1688,1688,1688,5379533,Orange Cove,US,-119.31,36.62,1,15,33.91,5.7,2019-06-26 01:01:42
1689,1689,1689,326036,Yabelo,ET,38.09,4.89,53,86,16.78,3.59,2019-06-26 01:01:43
1690,1690,1690,2120261,Uglegorsk,RU,142.06,49.08,99,80,10.28,6.93,2019-06-26 01:01:45
1691,1691,1691,2119964,Vakhrushev,RU,142.86,48.99,100,65,12.68,3.39,2019-06-26 01:01:46
1692,1692,1692,5973108,Hearst,CA,-83.67,49.69,100,96,14.38,5.27,2019-06-26 01:01:48
1693,1693,1693,2124611,Kholodnyy,RU,147.95,62.72,45,52,14.68,6.79,2019-06-26 01:01:49
1694,1694,1694,101312,Turayf,SA,38.65,31.68,0,17,29.0,2.1,2019-06-26 01:01:50
1695,1695,1695,3653295,Pedro Carbo,EC,-80.24,-1.82,20,78,25.7,2.1,2019-06-26 01:01:52
1696,1696,1696,5921525,Mackay,CA,-115.58,53.65,75,77,15.5,2.1,2019-06-26 01:01:29
1697,1697,1697,5906757,Bow Island,CA,-111.38,49.87,75,33,22.15,4.6,2019-06-26 01:01:54
1698,1698,1698,5918118,Castlegar,CA,-117.66,49.32,60,63,18.33,0.89,2019-06-26 01:01:56
1699,1699,1699,4229763,Waycross,US,-82.35,31.21,1,55,30.16,2.65,2019-06-26 00:59:56
1700,1700,1700,636947,Siilinjarvi,FI,27.67,63.08,46,100,10.0,1.5,2019-06-26 01:01:59
1701,1701,1701,2640416,Sandwick,GB,-2.89,54.57,87,93,12.48,3.1,2019-06-26 01:02:00
1702,1702,1702,3374120,Vila do Maio,CV,-23.22,15.13,0,73,24.0,6.7,2019-06-26 01:02:01
1703,1703,1703,2255542,Owando,CG,15.91,-0.49,7,70,23.28,1.48,2019-06-26 01:02:03
1704,1704,1704,1524606,Derzhavinsk,KZ,66.31,51.1,44,73,20.28,4.69,2019-06-26 01:02:04
1705,1705,1705,4001056,La Orilla,MX,-102.23,18.0,62,75,28.78,4.93,2019-06-26 01:02:05
1706,1706,1706,1337619,Ugoofaaru,MV,73.0,5.67,98,76,28.38,4.63,2019-06-26 01:02:07
1707,1707,1707,3691582,Talara,PE,-81.27,-4.58,39,86,19.08,8.26,2019-06-26 01:02:10
1708,1708,1708,762199,Pionki,PL,21.44,51.47,66,97,21.14,3.8,2019-06-26 00:59:13
1709,1709,1709,6180550,Whitehorse,CA,-135.06,60.72,75,46,20.51,4.6,2019-06-26 00:59:21
1710,1710,1710,792680,Belgrade,RS,20.46,44.82,37,94,21.24,1.0,2019-06-26 01:02:14
1711,1711,1711,2501152,Constantine,DZ,6.61,36.36,0,31,26.0,2.6,2019-06-26 01:02:15
1712,1712,1712,3440963,Progreso,UY,-56.22,-34.68,20,54,10.2,6.7,2019-06-26 01:02:16
1713,1713,1713,5976783,Hope,CA,-121.43,49.38,90,93,18.05,3.1,2019-06-26 01:02:19
1714,1714,1714,504717,Filimonovo,RU,39.6,54.21,82,88,8.49,0.4,2019-06-26 01:02:21
1715,1715,1715,1120879,Sharan,AF,68.78,33.15,0,25,17.48,3.34,2019-06-26 01:02:22
1716,1716,1716,2016910,Severobaykalsk,RU,109.32,55.65,100,46,15.48,2.45,2019-06-26 01:02:23
1717,1717,1717,4465088,Elizabeth City,US,-76.22,36.3,75,69,26.52,1.06,2019-06-26 01:02:25
1718,1718,1718,3671437,Puerto Leguizamo,CO,-74.78,-0.19,83,75,25.88,1.34,2019-06-26 01:02:26
1719,1719,1719,1717512,Looc,PH,123.95,10.32,75,79,29.0,4.1,2019-06-26 01:02:28
1720,1720,1720,1267776,Kargil,PK,76.13,34.56,33,63,3.68,2.78,2019-06-26 01:02:29
1721,1721,1721,1152194,Mae Sai,MM,99.89,20.44,75,94,25.0,2.1,2019-06-26 01:02:31
1722,1722,1722,3165185,Log,IT,13.84,45.62,0,78,21.6,3.6,2019-06-26 01:02:32
1723,1723,1723,3041565,La Massana,FR,1.52,42.54,0,28,18.41,1.66,2019-06-26 01:02:33
1724,1724,1724,2015701,Taksimo,RU,114.84,56.36,35,54,14.98,1.94,2019-06-26 01:02:35
1725,1725,1725,933692,Kang,BW,22.79,-23.67,0,22,11.48,3.94,2019-06-26 01:02:36
1726,1726,1726,2384770,Mbaiki,CF,17.99,3.87,89,94,21.28,0.77,2019-06-26 01:02:38
1727,1727,1727,1485312,Zdvinsk,RU,78.67,54.7,50,76,13.78,5.67,2019-06-26 01:02:39
1728,1728,1728,2036581,Jiamusi,CN,130.37,46.81,99,73,23.48,2.01,2019-06-26 01:02:40
1729,1729,1729,3627382,Sao Miguel,BR,-61.01,4.52,83,97,19.18,1.03,2019-06-26 01:02:42
1730,1730,1730,2422968,Boffa,GN,-14.04,10.18,27,84,26.48,4.99,2019-06-26 01:02:43
1731,1731,1731,2181988,Takapau,NZ,176.35,-40.02,0,89,7.22,0.47,2019-06-26 01:02:45
1732,1732,1732,3461888,Guarapari,BR,-40.5,-20.67,0,83,23.67,5.1,2019-06-26 01:00:18
1733,1733,1733,2960799,Berbourg,DE,6.39,49.73,0,64,19.89,1.5,2019-06-26 01:02:47
1734,1734,1734,2725123,Tobol,SE,12.54,59.83,100,93,13.05,2.1,2019-06-26 01:02:49
1735,1735,1735,3933104,Pangoa,PE,-73.0,-12.12,34,73,23.38,0.97,2019-06-26 01:02:18
1736,1736,1736,2036713,Huanren,CN,125.37,41.26,100,58,20.58,2.1,2019-06-26 01:02:53
1737,1737,1737,1018725,Bloemfontein,ZA,26.22,-29.12,23,74,-1.0,1.0,2019-06-26 01:02:54
1738,1738,1738,2016170,Srednebelaya,RU,128.01,50.66,0,63,19.0,4.0,2019-06-26 00:58:46
1739,1739,1739,1263942,Manavalakurichi,IN,77.3,8.13,40,88,28.0,2.1,2019-06-26 01:02:57
1740,1740,1740,3662927,Pauini,BR,-67.0,-7.71,99,73,25.88,0.88,2019-06-26 01:02:58
1741,1741,1741,1957466,Sibulao,PH,122.22,7.32,75,79,29.0,2.1,2019-06-26 01:03:00
1742,1742,1742,517218,Novyy Buyan,RU,50.04,53.69,0,67,14.0,3.0,2019-06-26 01:03:02
1743,1743,1743,1786060,Yuanping,CN,112.71,38.72,82,48,20.08,1.14,2019-06-26 01:03:04
1744,1744,1744,3464511,Dores do Indaia,BR,-45.6,-19.46,96,68,18.88,1.48,2019-06-26 01:03:05
1745,1745,1745,1260546,Pandharpur,IN,75.33,17.68,48,83,24.28,6.02,2019-06-26 01:03:08
1746,1746,1746,1059507,Marovoay,MG,46.64,-16.11,20,94,23.0,1.0,2019-06-26 01:03:09
1747,1747,1747,1842966,Kijang,KR,129.21,35.24,90,73,21.0,1.5,2019-06-26 01:03:10
1748,1748,1748,1268814,Joshimath,IN,79.57,30.57,84,80,12.08,1.25,2019-06-26 01:03:14
1749,1749,1749,4013724,Camargo,MX,-105.17,27.69,59,24,30.28,10.84,2019-06-26 01:03:16
1750,1750,1750,5826027,Gillette,US,-105.5,44.29,40,46,21.89,4.6,2019-06-26 01:02:36
1751,1751,1751,2449067,Timbuktu,ML,-3.01,16.77,0,18,37.38,3.84,2019-06-26 01:03:20
1752,1752,1752,5919815,Channel-Port aux Basques,CA,-59.14,47.57,0,76,8.48,4.33,2019-06-26 01:03:23
1753,1753,1753,3893656,Copiapo,CL,-70.33,-27.37,75,81,11.0,1.0,2019-06-26 01:03:24
1754,1754,1754,546742,Kodino,RU,39.64,63.72,98,94,6.78,1.21,2019-06-26 01:03:27
1755,1755,1755,3872255,San Felipe,CL,-70.73,-32.75,21,99,5.0,2.31,2019-06-26 01:01:34
1756,1756,1756,3429886,Punta Alta,AR,-55.82,-27.46,90,81,10.0,3.6,2019-06-26 01:03:30
1757,1757,1757,1486039,Yemanzhelinsk,RU,61.31,54.76,75,93,12.0,4.0,2019-06-26 01:03:31
1758,1758,1758,6697802,Siva,GR,25.04,35.21,0,78,24.6,7.7,2019-06-26 01:03:32
1759,1759,1759,1518542,Karabulak,KZ,78.49,44.91,0,41,20.28,2.48,2019-06-26 01:03:34
1760,1760,1760,3513563,Kralendijk,BQ,-68.27,12.15,40,78,28.0,6.7,2019-06-26 01:03:35
1761,1761,1761,139817,Bushehr,IR,50.84,28.97,0,49,34.0,8.2,2019-06-26 01:03:37
1762,1762,1762,1253401,Varca,IN,73.92,15.22,75,94,26.0,1.5,2019-06-26 01:03:38
1763,1763,1763,2026023,Bukachacha,RU,116.91,52.99,100,49,19.08,4.81,2019-06-26 01:03:39
1764,1764,1764,864116,Volovo,RU,38.01,53.55,63,76,12.08,0.87,2019-06-26 01:03:41
1765,1765,1765,1179760,Dipalpur,PK,73.65,30.67,0,33,32.98,1.97,2019-06-26 01:00:08
1766,1766,1766,1637001,Biak,ID,122.88,-0.91,98,96,18.38,2.07,2019-06-26 01:03:44
1767,1767,1767,2367990,Aneho,TG,1.6,6.23,91,94,23.58,1.85,2019-06-26 01:03:46
1768,1768,1768,583673,Aksay,RU,39.86,47.27,0,37,21.0,7.0,2019-06-26 01:03:48
1769,1769,1769,2145532,Ulverstone,AU,146.17,-41.16,0,72,11.41,0.89,2019-06-26 01:03:49
1770,1770,1770,1153072,Kantang,TH,99.52,7.42,75,100,25.0,1.5,2019-06-26 01:03:50
1771,1771,1771,89113,Ajdabiya,LY,20.22,30.75,0,85,24.28,5.92,2019-06-26 01:03:52
1772,1772,1772,212360,Kongolo,CD,27.0,-5.39,56,40,23.08,2.75,2019-06-26 01:03:53
1773,1773,1773,2172153,Casino,AU,153.05,-28.86,75,82,15.81,4.1,2019-06-26 01:03:55
